text,clean_text,sentiment,source
"mmmmmm, late night Brusters ice cream! om nom nom nom","mmm, late night Brusters ice cream! om nom nom nom",2,tsad
Rofl. I love you too Trina.,Rofl. I love you too Trina.,2,tsad
Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,Tidied & hoovered the whole flat - and all b4 10am today Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,1,tsad
 ! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lol,! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH. sorry for creepering? ..not really lol,1,tsad
Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,1,tsad
  congratulations on your shirt btw!,congratulations on your shirt btw!,2,tsad
" Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.","Ironically, that thought goes through my head (no pun intended) for *every* headache I have... Hope it goes away soon.",1,tsad
 That sucks!    It`s thundering here.  I`m getting ready to shut down.,That sucks! It`s thundering here. I`m getting ready to shut down.,0,tsad
Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!,Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!,2,tsad
"#BGT DCD Seniors were good, but not good enough.","#BGT DCD Seniors were good, but not good enough.",1,tsad
Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot,1,tsad
just gott home from work and now relaxing,just gott home from work and now relaxing,2,tsad
 baby help me with math,baby help me with math,2,tsad
Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.,Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.,1,tsad
happy momies day!,happy momies day!,2,tsad
Morning everybody,Morning everybody,1,tsad
 pictures ross.,pictures ross.,1,tsad
 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,nice recolouring of your page nobody is buying your anti-twittering words!! YOU LOVE IT!!!,2,tsad
 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,i have no phone whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,0,tsad
Almost got sharpied in the face while falling asleep  being sick sucks!!!,Almost got sharpied in the face while falling asleep being sick sucks!!!,0,tsad
is allergic to you...Oh NO!,is allergic to you...Oh NO!,0,tsad
: I sent you an other call me back message  x,: I sent you an other call me back message x,1,tsad
I am so bored,I am so bored,0,tsad
 haha i love surprises! i don`t work til sunday tho so i have to wait.,haha i love surprises! i don`t work til sunday tho so i have to wait.,2,tsad
 we won`t be in town  email me if there is another one though.,we won`t be in town email me if there is another one though.,1,tsad
Soooo full that im starting to feel sick,Sooo full that im starting to feel sick,0,tsad
"Again, I`m stuck in traffic jams ... Somewhat starting to be the same situation every day. That`s sad, really","Again, I`m stuck in traffic jams ... Somewhat starting to be the same situation every day. That`s sad, really",0,tsad
 I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2 u rock xo,1,tsad
Happy May Bank Holiday British Peeps,Happy May Bank Holiday British Peeps,2,tsad
is going to the Derny race with Sofie & Cindy.... And i`ll see Eric there !,is going to the Derny race with Sofie & Cindy... And i`ll see Eric there !,1,tsad
causee not everyone can pass the challenge test duh,causee not everyone can pass the challenge test duh,1,tsad
Thinks she`s getting sick.....,Thinks she`s getting sick...,0,tsad
Trip to the zoo today,Trip to the zoo today,1,tsad
  Wish you both a very Happy and Fabulous Mother`s Day!,Wish you both a very Happy and Fabulous Mother`s Day!,2,tsad
" NOOOO I`ll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. >_>","NOOO I`ll miss you too much! I went stag to my prom and all the high school and middle school dances, if that helps. >_>",0,tsad
is loving the half day! If only it wasn`t raining.  Soccer Practice tonightt.,is loving the half day! If only it wasn`t raining. Soccer Practice tonightt.,2,tsad
" Ah  So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)","Ah So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",1,tsad
" I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though","I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",2,tsad
flipping out on my hairloss....gotta go to the doc.,flipping out on my hairloss...gotta go to the doc.,0,tsad
had a great night,had a great night,2,tsad
 this kitteh likes going in front... or behind... or to the side...of the box.,this kitteh likes going in front... or behind... or to the side...of the box.,1,tsad
 Oh God bless you,Oh God bless you,2,tsad
Checkin out oramarecords.com. Got a fever and cnt sleep,Checkin out oramarecords.com. Got a fever and cnt sleep,0,tsad
Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,2,tsad
 So what do you do when you wake up? Morning by the way,So what do you do when you wake up? Morning by the way,1,tsad
don`t feel good,don`t feel good,0,tsad
 noooooooooo my parrents found my stash,nooo my parrents found my stash,0,tsad
" Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!","Hehe ! Thanks for your advice I choose the shoes, only three of them, so hard !!!",2,tsad
" agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it","agreed it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it",1,tsad
The pool is just not fun without Tim in it...,The pool is just not fun without Tim in it...,0,tsad
 And it`s such glorious weather too - poor you,And it`s such glorious weather too - poor you,1,tsad
 I was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent,I was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent,1,tsad
Still at work whaaaaaaaahhhh,Still at work whaaahhh,1,tsad
schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,schoool time. not doing much this week. about 20 more days of school and it`s time for NYC! can`t wait for the last day of school.,2,tsad
 cut yourself a slice of cheese cake.. it makes everything better,cut yourself a slice of cheese cake.. it makes everything better,2,tsad
Can today go any slower? Time is just dragging by.,Can today go any slower? Time is just dragging by.,0,tsad
Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,1,tsad
" Hey sorry this is late, I leave in 30 min  raincheck...tomorrow?","Hey sorry this is late, I leave in 30 min raincheck...tomorrow?",0,tsad
 Hi Miss.  Isabelle here. :],Hi Miss. Isabelle here. :],1,tsad
Heading home after a long week. Wish someone onther than marketers would follow me,Heading home after a long week. Wish someone onther than marketers would follow me,2,tsad
" actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack","actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",1,tsad
 hi 80th fallower,hi 80th fallower,1,tsad
  psst new blog up.. comments me likey,psst new blog up.. comments me likey,2,tsad
 u feeling urself so much u cant say hi???  me no likey u,u feeling urself so much u cant say hi??? me no likey u,0,tsad
 wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,2,tsad
 I was going to go to london for a week then had to change my ticket! I would have been there right now,I was going to go to london for a week then had to change my ticket! I would have been there right now,1,tsad
twitwoo! i can tweet from my phone,twitwoo! i can tweet from my phone,1,tsad
_steph boo  I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,_steph boo I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,1,tsad
is sad that shin ae got married...and it wasn`t to alex,is sad that shin ae got married...and it wasn`t to alex,0,tsad
i never get any followfridays,i never get any followfridays,1,tsad
" Ha, fun! I think IÃ¯Â¿Â½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!","Ha, fun! I think IÃ¯Â¿Â½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!",2,tsad
mom is ok so far. just missing jaron,mom is ok so far. just missing jaron,0,tsad
I almost say 'bless you' to a sneezing cat,I almost say 'bless you' to a sneezing cat,2,tsad
http://bit.ly/147HEU  - don`t judge me. tucking myself in tonight  mogwai on repeat,- don`t judge me. tucking myself in tonight mogwai on repeat,1,tsad
Wine..beer..and champagne..lets see how that goes for me tomorrow..lol,Wine..beer..and champagne..lets see how that goes for me tomorrow..lol,1,tsad
Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,Yeah I think I touched something that had mikes germs on it because I have a sore throat now dammit I knew I should have not gone there!,0,tsad
 goodmorning,goodmorning,2,tsad
my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for *** he does.,0,tsad
